ASSET_UNIT_ID,ASSET_UNIT_NAME,ASSET_UNIT_PROJECT,ASSET_STATUS_ACTIVITY,ASSET_STATUS_ACTIVITY_ACCURACY,ASSET_VALUECHAIN_SEGMENT2,ASSET_STATUS_LIFECYCLE1,ASSET_STATUS_LIFECYCLE_ACCURACY,ASSET_OWNERSHIP_PROMOTER,ASSET_UNIT_SCOPE,ASSET_CAPACITY_YEAR,ASSET_CAPACITY_YEAR_ACCURACY,ASSET_CARBON_INTENSITY,ASSET_LOCATION_GPS-ACCURACY,ASSET_LOCATION_GPS-LONGITUDE,ASSET_LOCATION_GPS-LATITUDE
ASFR231272,Engie/Air Liquide HyGreen Provence Manosque Final - 600MW hydrogen production unit,HyGreen Provence,active,estimated,production,development,reported,Engie Solutions/Air Liquide,"Le projet HyGreen Provence a pour objectif d’alimenter les industries dans le bassin de Fos/Marseille et éventuellement quelques stations de mobilité verte.
– 1ère phase (2024) : 1 MW électrolyseur
– 2e phase (2027) : 440 MWc de panneaux PV --> ≈ 300 MW électrolyseur (au regard de la phase finale annoncée pour 2030)
– 3e phase (2030) : 900 MWc de panneaux PV, 600 MW d'électrolyseur pour une production de 30.000 tonnes/an",80000,2640,,Nearest city center,5.79103,43.83567
ASFR231273,Eneralys ECOH2 Breizh 2 Mauron Final - 20MW hydrogen production unit,ECOH2 Breizh 2 Mauron,active,unless stated otherwise,production,development,estimated,Eneralys,"Projet d’une usine de production d’hydrogène vert dans le MORBIHAN avec la création : de la SPV EcoH2 Breizh2 qui développera et exploitera l’usine H2 et de la SPV solaire qui exploitera 20 ha en agri-voltaïsme pour 10MWc. L’objectif est une mise en opération à horizon 2026 avec une production de 3,3t d’H2 vert scalable à 6,6 t en 2030 pour alimenter une zone de chalandise de 150 km.",2666.6666666666665,88,,Nearest known address,-2.28389,48.08430
ASFR231274,Eneralys ECOH2 Breizh 1 Sizun Final - 20MW hydrogen production unit,ECOH2 Breizh 1 Sizun,active,unless stated otherwise,production,development,estimated,Eneralys,"Projet d'une usine de production d'hydrogène vert à Sizun (Finistère) avec la création : 
de la SPV EcoH2 Breizh1 qui développera et exploitera l'usine H2 et de la SPV solaire Sizun Energie Renouvelable qui exploitera 28 ha en agri-voltaïsme pour 14MWc. L’objectif est une mise en opération à horizon 2026 avec une production de 3,3t d'H2 vert scalable à 6,6 t en 2030 pour alimenter une zone de chalandise de 150 km.",2666.6666666666665,88,,Nearest known address,-4.07882,48.40551
ASFR231275,DMSE Dijon Nord Final - 2MW hydrogen production unit,DMSE Dijon Nord,active,unless stated otherwise,production,development,estimated,Hynamics,"Déploiement de deux stations de production et de distribution d’H2 vert à Dijon. Deux sites de production par électrolyse et de distribution:
au Nord: 1 MW – lors de la mise en exploitation en début 2022 – puis 2 MW en 2027 pour un budget total de 8 millions d’euros; 
au Sud: 4 MW prévus pour l’été 2023, puis 10 MW en 2030, pour un budget total de 13 millions d’euros.
Destiné à: 22 Bennes à ordures ménagères (60 tH2/an) et 57 bus (360 tH2/an).",266.6666666666667,8.8,,Nearest known address,5.03873,47.36504
ASFR231276,DMSE Dijon Sud Final - 10MW hydrogen production unit,DMSE Dijon Sud,active,unless stated otherwise,production,construction,estimated,Hynamics,"Déploiement de deux stations de production et de distribution d’H2 vert à Dijon. Deux sites de production par électrolyse et de distribution:
au Nord: 1 MW – lors de la mise en exploitation en début 2022 – puis 2 MW en 2027 pour un budget total de 8 millions d’euros; 
au Sud: 4 MW prévus pour l’été 2023, puis 10 MW en 2030, pour un budget total de 13 millions d’euros.
Destiné à: 22 Bennes à ordures ménagères (60 tH2/an) et 57 bus (360 tH2/an).",1333.3333333333333,44,,Nearest city center,5.05121,47.30688
ASFR231277,ArcelorMittal DRI Dunkerque Final - Hydrogen offtaker (industrial feedstock),ArcelorMittal DRI Dunkerque,active,reported,end use,development,reported,ArcelorMittal France,"The project, which is located on blast furnace no. 3 at the Dunkirk site, is designed to help ArcelorMittal reduce CO2 emissions by 30% in an industry where emissions of this gas are the most significant.",-,-,,Nearest known address,2.29352,51.02504
ASFR231278,Aaqius STOR-H Mobility France - Hydrogen refueling station,STOR-H Mobility France,active,reported,refueling,development,reported,Aaqius,"STOR-H Mobility vise le déploiement d’une gamme de véhicules 2 et 3 roues intégrant le nouveau standard énergétique décarboné innovant STOR-H. Ce nouveau standard énergétique zéro carbone se présente sous la forme de cartouches d’hydrogène plug & drive parfaitement adaptées à la mobilité urbaine légère. STOR-H Mobility s’inscrit dans un écosystème complet qui va de la production d’hydrogène décarboné jusqu’à la consommation de cette énergie verte dans la mobilité légère urbaine. La majorité des maillons de cette filière peuvent aussi servir au déploiement d’autres applications et d’autres services utilisant de l’hydrogène décarboné (transport lourd, transport extra-urbain, applications stationnaires, …).
Ce projet se découpe en 3 phases : une phase d’étude de dimensionnement, une phase de développement technologique aboutissant à la mise en place d’un pilote et une troisième phase de déploiement de la solution à grande échelle
Première phase : septembre 2019 – décembre 2019",-,-,,Nearest region center,5.95051,46.16635
ASFR231279,Hynamics H2NFC Danjoutin Final - 2MW Hydrogen refueling station,H2NFC Danjoutin,active,reported,refueling,development,estimated,Hynamics,"La ville de Belfort compte actuellement une seule station de ravitaillement en hydrogène. D’une capacité d’1 MW, elle peut produire environ 400 kg d’H2 par jour. S’il n’est pas prévu d’installer de nouvelles stations à court terme, la ville compte doubler la capacité de cette dernière dès 2025 pour atteindre 2 MW (environ 800 kg d’H2 par jour).
Fourniture par McPhy à une filiale d'Eiffage d'un électrolyseur de 1 MW et d’une station de recharge capable de distribuer jusqu’à 800 kg/jour, afin d’avitailler une flotte de bus à hydrogène.",-,-,,Exact site location,6.85928,47.62253
ASFR231280,Distry Ottmarsheim - Hydrogen refueling station,Distry Ottmarsheim,active,unless stated otherwise,refueling,,,Distry,,-,-,,Nearest city center,7.50639,47.78705
ASFR231281,"CCTVI HySOPARC Sorigny ""Petite station"" - Hydrogen refueling station",HySOPARC,active,reported,refueling,operational,reported,CC Touraine Vallée de l’Indre (CCVI),,-,-,,Exact site location,0.69227,47.25644
ASFR231283,Communauté d’agglomération de l’Auxerrois AuxHYgen Auxerre Final - 10 hydrogen-powered buses,AuxHYGen Bus,active,unless stated otherwise,end use,in-planning,estimated,Communauté d’agglomération de l’Auxerrois,"This project, named AuxHYGen, contributes to the establishment of a territorial ecosystem aimed at reducing carbon emissions, and has received support from the Bourgogne-Franche-Comté Region, ADEME and the European JIVE 2 program for the acquisition of the buses. The project is part of the Air-Climate-Energy Territorial Plan, as well as initiatives by the Auxerre conurbation and the Bourgogne-Franche-Comté Region to create a territorial hydrogen hub, AUXR_HUBH2.
In phase 1 of the project, 5 Businova H2 (SAFRA hydrogen buses equipped with 30 kW Symbio fuel cells) and Kangoo light vehicles will be introduced.
In phase 2, a supplementary number of 5 buses will be added, with the possibility of powering the future trains of the Bourgogne-Franche-Comté Region.",-,-,,Exact site location,3.58954,47.8017514
ASFR231284,Carrefour Vendin-le-Vieil Total - 137 Forklifts,Carrefour Vendin-le-Vieil,active,unless stated otherwise,end use,in-service,estimated,Carrefour,,-,-,,Nearest known address,2.85911,50.45729
ASFR231285,Chereau H2ColdChain Ducey-les-Chéris Final - Refrigerated trucks,H2 ColdChain,active,unless stated otherwise,end use,in-planning,estimated,Chereau,,-,-,,Estimated site location,-1.29220,48.63016
ASFR231286,Conseil général de la Manche Saint-Lô Final - 40X light-duty FCEVs,Conseil général de la Manche Saint-Lô,active,unless stated otherwise,end use,in-service,estimated,Conseil général de la Manche,,-,-,,Exact site location,-1.11849,49.10153
ASFR231287,Corstyrène Aléria Final - 12 Forklifts,Corstyrène Aléria Forklifts,active,unless stated otherwise,end use,in-planning,estimated,Corstyrène Energy,"Corstyrène Energy produira ainsi 5 tonnes d’hydrogène sur une année. Nous alimenterons 7 chariots élévateurs équipés de pile à combustible. A terme, nous souhaitons remplacer l’intégralité de nos chariots élévateurs, soit 12, ainsi que nos 5 camions.",-,-,,Nearest known address,9.47437,42.11914
ASFR231288,FM Logistic H2HUB Loiret Neuville-aux-Bois Final - 84 Forklifts,H2HUB Loiret,active,unless stated otherwise,end use,in-planning,estimated,FM Logistic ,"Air Liquide a installé sur la plateforme logistique de Neuville-aux-Bois, près d’Orléans une station de recharge d’hydrogène destinée à alimenter dans un premier temps dix chariots munis de piles à hydrogène. À terme, les 84 chariots du site pourraient passer à l’hydrogène pour faire ainsi de lui le premier site logistique en Europe à convertir l’ensemble de sa flotte de chariots à l’hydrogène.
FM Logistic a choisi son site de Neuville-aux-Bois (70 000 m²) qui connaît une activité soutenue et régulière pour être la plateforme pilote. Les piles à hydrogène fournies par HyPulsion viennent remplacer les batteries électriques, apportant une flexibilité et une productivité accrues, du fait de la plus grande autonomie pour les chariots et de la réduction du temps d’arrêt pour effectuer la recharge. La station hydrogène Air Liquide permet en effet de recharger les chariots en 3 minutes seulement pour une autonomie de 9 à 10 heures. Ces chariots de manutention fonctionnant à l’hydrogène ne rejettent que de l’eau. L’hydrogène est en effet une énergie propre qui constitue l’une des solutions pour répondre au défi de la transition énergétique.",-,-,,Nearest known address,2.06320,48.07432
ASFR231290,La Roche-sur-Yon Agglomération Final - 2X hydrogen-powered buses,La-Roche-sur-Yon H6,active,unless stated otherwise,end use,in-planning,estimated,La Roche-sur-Yon Agglomération,,-,-,,Nearest known address,-1.4373,46.67588
ASFR231291,Keolis/Dijon Métropole DMSE Final  - 180X hydrogen-powered buses,DMSE Bus,active,unless stated otherwise,end use,in-planning,estimated,Dijon Métropole,"’ici 2030, l’objectif est de convertir l’intégralité de la flotte de bus et de bennes à ordures ménagères de Dijon à l’hydrogène vert, soit 44 bennes à ordures ménagères et 180 bus.",-,-,,Estimated site location,5.03937,47.37248
ASFR231292,Dijon Métropole DMSE Final - 48X FC RCVs,DMSE RCV,active,unless stated otherwise,end use,in-planning,estimated,Dijon Métropole,"’ici 2030, l’objectif est de convertir l’intégralité de la flotte de bus et de bennes à ordures ménagères de Dijon à l’hydrogène vert, soit 44 bennes à ordures ménagères et 180 bus.",-,-,,Estimated site location,5.03937,47.37248
ASFR231293,Setram/Le-Mans Métropole Final - 10X hydrogen-powered buses,Métropole Le-Mans H2,active,unless stated otherwise,end use,in-service,estimated,Le-Mans Métropole,,-,-,,Exact site location,0.19494,47.94834
ASFR231294,EDF SEI Molène Stockage H2 Final - Stationary fuel cell unit,Molène Stockage H2,active,unless stated otherwise,end use,development,estimated,EDF SEI,"Le projet H2 de Molène vise à mettre en place, en parallèle d’un dispositif de stockage par batteries li-ion déployé par le gestionnaire de réseau (qui sera utilisé plutôt pour du report de production jour-nuit), un système de stockage hydrogène qui sera utilisé pour le stockage long terme ou inter saisonnier. Ce type de stockage comprend :
- un électrolyseur qui à partir d’eau produit de l’H2
- un dispositif de stockage de cet H2
- une pile à combustible qui à partir de l’H2 stocké et d’O2 produit de l’électricité et de l’eau.",-,-,,Estimated site location,-4.95994,48.39562
ASFR231295,NEAC Caen Final - 7 Shuttles,NEAC,active,unless stated otherwise,end use,in-planning,estimated,NEAC Industry,"Dans un troisième temps, la production d’énergie sera optimisée sur le territoire concerné, pour tendre vers une autonomie énergétique du service proposé localement.",-,-,,Estimated site location,-0.35015,49.18272
ASFR231296,Optymo Belfort Final - 27X hydrogen-powered buses,Optymo Belfort,active,unless stated otherwise,end use,,estimated,," Si l'expérience est concluante, vingt nouveaux bus seront acquis pour 2025.",-,-,,Estimated site location,6.85749,47.63796
ASFR231297,Vicat/SATM R'HySE Fos-sur-Mer Final - 50X heavy-duty FC trucks,R' HySE,active,unless stated otherwise,end use,in-planning,estimated,Vicat/SATM,Mise en circulation de 50 camions longue distance (800 km) à partir de 2024,-,-,,Estimated site location,4.83579,43.43871
ASFR231298,Métropole de Rouen Normandie Rouen Vallée hydrogène Final - 13X hydrogen-powered buses,Rouen Vallée hydrogène,active,unless stated otherwise,end use,in-planning,estimated,Métropole de Rouen,"Silencieux comme un bus électrique, le premier bus à hydrogène de la flotte du réseau Astuce a été livré mardi 13 décembre 2022 à la métropole de Rouen. Fabriqué par la société belge Van Hool, le véhicule standard (12 mètres de long) a été officiellement présenté à la presse au dépôt bus des Deux Rivières.",-,-,,Estimated site location,1.12397,49.43854
ASFR231300,SNCF PLANETER Grand Est Final - 5 bi-mode TER Trains,PLANETER,active,unless stated otherwise,end use,in-planning,estimated,SNCF,"La région a commandé 3 rames Regiolis bimode H2 electrique  en commande groupée SNCF pour livraisons horizon 2025.
Le train à hydrogène dispose d’une autonomie allant jusqu’à 600 kilomètres, en transportant 220 passagers à 160 km/h.",-,-,,Estimated site location,7.76752,48.57126
ASFR231301,Suez Carcassonne Final - 3X light-duty FCEVs,Suez Carcassonne,active,unless stated otherwise,end use,order placed,estimated,Suez,,-,-,,Estimated site location,2.35952,43.20266
ASFR231303,Vicat/SATM Saint-Egrève Final - 10X heavy-duty FC trucks,Vicat/SATM Saint-Egrève,active,unless stated otherwise,end use,order placed,estimated,Vicat/SATM ,,-,-,,Exact site location,5.66785,45.23376
ASFR231304,Air Liquide (ex-TotalEnergies) Gonfreville-l'Orcher - 225tpd Fossil hydrogen production unit + CC unit,Air Liquide Gonfreville,active,unless stated otherwise,production,development,estimated,Air Liquide France Industrie (ALFI),"TotalEnergies plans to transfer its 255 tonnes-per-day hydrogen production by steam reforming to Air Liquide, with the aim of decarbonizing this activity. Air Liquide will study the implementation of its cryogenic CO2 capture technology, called Cryocap, on the Gonfreville site, which is already being tested since 2015 at Port-Jérôme (Seine-Maritime).",78750,,,Nearest known address,0.22527,49.49124
ASFR231305,Air Liquide Péage-de-Roussillon - Fossil hydrogen production unit,Air Liquide Péage-de-Roussillon,active,unless stated otherwise,production,,,Air Liquide France Industrie (ALFI),,,,,Nearest city center,4.78706,45.36540
ASFR231306,Air Liquide Fos-Tonkin - Fossil hydrogen production unit,Air Liquide Fos-Tonkin,active,unless stated otherwise,production,operational,,Air Liquide France Industrie (ALFI),,,,,Exact site location,4.85300,43.45780
ASFR231307,Atawey CARGHO Chambéry - 14 Bikes,CARGHO Chambéry,active,unless stated otherwise,end use,,,Chambéry Grand Lac Economie,,-,-,,Nearest city center,5.91013,45.58317
ASFR231308,Regaz Bacalan - 100kW hydrogen production unit,Regaz Bacalan,active,reported,production,construction,estimated,Regaz,,13.333333333333336,0.4400000000000001,,Nearest city center,-0.54780,44.87949
ASFR231309,GRDF Semardel Vert-le-Grand - Grid injection station,GRDF Semardel,active,unless stated otherwise,grid injection,,,GRDF,convention de partenariat GRDF-Semardel sur l’étude de faisabilité d’une unité de pyrogazéification avec injection du gaz renouvelable produit dans le réseau,-,-,,Nearest known address,2.38119,48.59434
ASFR231310,GRDF Sitreva Rambouillet - Grid injection station,GRDF Sitreva,active,unless stated otherwise,grid injection,,,GRDF,Convention de partenariat GRDF-Sitreva sur l’étude de faisabilité d’une unité de pyrogazéification avec injection du gaz renouvelable produit dans le réseau,-,-,,Exact site location,1.82461,48.62492
ASFR231311,Engie/HyPort PHARE 2 Toulouse - hydrogen production unit,PHARE 2,active,estimated,production,development,reported,Engie Solutions,"HYPORT, filiale ENGIE et de l'AREC Occitanie, Aéroport Toulouse-Blagnac et Teréga Solutions annoncent la signature d’un accord de partenariat pour le développement de l’hydrogène en zone aéroportuaire, PHARE 2 (Partenariat Hydrogène Aéroportuaire pour le Renouvellement de l'Energie - phase 2)
A travers cet accord, les différents partenaires s’engagent à bâtir une feuille de route pour faire de la zone aéroportuaire de Toulouse-Blagnac l’un des premiers sites pilote Hydrogène d’Europe, accueillant à la fois une station de production, de distribution, et un large éventail d’usages d’hydrogène renouvelable.",,,,Nearest known address,1.36821,43.63056
ASFR231312,Engie/HyPort PHARE 2 Toulouse - Hydrogen refueling station,PHARE 3,active,estimated,refueling,development,reported,Engie Solutions,"HYPORT, filiale ENGIE et de l'AREC Occitanie, Aéroport Toulouse-Blagnac et Teréga Solutions annoncent la signature d’un accord de partenariat pour le développement de l’hydrogène en zone aéroportuaire, PHARE 2 (Partenariat Hydrogène Aéroportuaire pour le Renouvellement de l'Energie - phase 2)
A travers cet accord, les différents partenaires s’engagent à bâtir une feuille de route pour faire de la zone aéroportuaire de Toulouse-Blagnac l’un des premiers sites pilote Hydrogène d’Europe, accueillant à la fois une station de production, de distribution, et un large éventail d’usages d’hydrogène renouvelable.",-,-,,Nearest known address,1.37509,43.62711
ASFR231313,Engie/HyPort PHARE 2 Toulouse - Mobility uses (to be detailed),PHARE 4,active,estimated,end use,in-planning,reported,Engie Solutions,"HYPORT, filiale ENGIE et de l'AREC Occitanie, Aéroport Toulouse-Blagnac et Teréga Solutions annoncent la signature d’un accord de partenariat pour le développement de l’hydrogène en zone aéroportuaire, PHARE 2 (Partenariat Hydrogène Aéroportuaire pour le Renouvellement de l'Energie - phase 2)
A travers cet accord, les différents partenaires s’engagent à bâtir une feuille de route pour faire de la zone aéroportuaire de Toulouse-Blagnac l’un des premiers sites pilote Hydrogène d’Europe, accueillant à la fois une station de production, de distribution, et un large éventail d’usages d’hydrogène renouvelable.",-,-,,Nearest known address,1.36071,43.63808
ASFR231314,SARA Guadeloupe - Hydrogen refueling station,Atawey Guadeloupe,active,reported,refueling,operational,reported,SARA,"The Compacte S station, deployed in Guadeloupe at the end of 2022, is designed to operate as a priming station for the SARA company. With a production capacity of 2 kg of hydrogen per day and a distribution capacity of up to 6 kg per day, it will supply two vehicles at 700 bar.
Installed at Jarry in March, the station represents a first for Guadeloupe and is powered by photovoltaic panels.",-,-,,Nearest region center,-61.55036,16.23175
ASFR231315,Manitou/Atawey Ancenis-Saint-Géréon - H2 Mobile Refueling station,Atawey Ancenis-Saint-Géréon,active,reported,refueling,operational,reported,Manitou,"Manitou designed a prototype telescopic forklift that uses a fuel cell (announced 2022). This prototype will be tested on a building site in the near future, with commercialization planned for 2026.
To facilitate refueling of this prototype, Manitou has installed a hydrogen station supplied by a Lhyfe container in Ancenis (Loire-Atlantique).",-,-,,Nearest known address,-1.18572,47.38829
ASFR231316,Hynoé H2Charente La Couronne - Hydrogen refueling station,H2Charente,active,estimated,refueling,predevelopment,reported,Hynoé,"Le projet nommé « H2Charente » vise une capacité de production de 1.600 kg d’hydrogène par jour, à début 2026, et servira à l’alimentation de poids lourds, de véhicules utilitaires, de bus, d’autocars ou encore de bennes à ordures ménagères
Production d’hydrogène à partir d’un parc photovoltaïque sur le site Lafarge à La Couronne. Objectif 2026",-,-,,Nearest known address,0.10341,45.61591
ASFR231317,Hynoé H2Charente La Couronne - hydrogen production unit,H2Charente,active,estimated,production,development,reported,Hynoé,"Le projet nommé « H2Charente » vise une capacité de production de 1.600 kg d’hydrogène par jour, à début 2026, et servira à l’alimentation de poids lourds, de véhicules utilitaires, de bus, d’autocars ou encore de bennes à ordures ménagères
Production d’hydrogène à partir d’un parc photovoltaïque sur le site Lafarge à La Couronne. Objectif 2026",533.3333333333334,17.6,,Nearest known address,0.10341,45.61591
ASFR231318,Enoé H2 Provence Verte Brignoles - Hydrogen refueling station,H2 Provence Verte,active,estimated,refueling,predevelopment,reported,Enoé,"H2 Provence Verte, future infrastructure de production et distribution locale d’hydrogène renouvelable de la ZAC de Nicopolis de Brignoles
Le projet nommé « H2 Provence Verte » vise un objectif de capacité de production minimum de 1.600 kg d’hydrogène par jour à fin 2025 et servira à l’alimentation de poids lourds, d’autobus, d’autocars ou encore de bennes à ordures ménagères. Ce dispositif permettra ainsi d’économiser l’émission de l’équivalent de près de 6.500 tonnes de CO2 par an ",-,-,,Nearest region center,6.19549,43.38689
ASFR231319,"Hynoé H2 Provence Verte Brignoles - 1,6tpd hydrogen production unit",H2 Provence Verte,active,estimated,production,development,reported,Hynoé,"H2 Provence Verte, future infrastructure de production et distribution locale d’hydrogène renouvelable de la ZAC de Nicopolis de Brignoles
Le projet nommé « H2 Provence Verte » vise un objectif de capacité de production minimum de 1.600 kg d’hydrogène par jour à fin 2025 et servira à l’alimentation de poids lourds, d’autobus, d’autocars ou encore de bennes à ordures ménagères. Ce dispositif permettra ainsi d’économiser l’émission de l’équivalent de près de 6.500 tonnes de CO2 par an ",533.3333333333334,17.6,,Nearest region center,6.19549,43.38689
ASFR231320,Hynoé H2 Vaucluse - 1X hydrogen-powered bus,Hynoé H2 Vaucluse,active,estimated,end use,in-planning,reported,,"Le projet H2 Vaucluse a pour objectif le déploiement d’un écosystème hydrogène pour amorcer la décarbonation des usages tels que le ramassage des déchets, le transport de marchandises et la logistique ainsi que le transport en commun et l’industrie à l’échelle du département du Vaucluse. L’hydrogène sera produit en partie grâce à l’électricité issue d’un parc photovoltaïque au sol situé sur le territoire permettant la maîtrise du prix de revient de l’hydrogène. A sa mise en service prévue pour début 2025 ((Phase 1)), le projet alimentera 15 véhicules lourds, 20 véhicules utilitaires et 1 site industriel, avec une augmentation progressive des usages permettant à terme l’évitement de plus de 6.000 t.éq.CO2/an.",-,-,,Nearest region center,5.28364,44.00889
ASFR231321,Hynamics Optymo Belfort - 1MW Hydrogen refueling station,Optymo Belfort,active,reported,refueling,construction,reported,Hynamics,"La ville de Belfort compte actuellement une seule station de ravitaillement en hydrogène. D’une capacité d’1 MW, elle peut produire environ 400 kg d’H2 par jour. S’il n’est pas prévu d’installer de nouvelles stations à court terme, la ville compte doubler la capacité de cette dernière dès 2025 pour atteindre 2 MW (environ 800 kg d’H2 par jour).
Fourniture par McPhy à une filiale d'Eiffage d'un électrolyseur de 1 MW et d’une station de recharge capable de distribuer jusqu’à 800 kg/jour, afin d’avitailler une flotte de bus à hydrogène",-,-,,Nearest city center,6.86449,47.63922
ASFR231322,Hynamics Optymo Belfort - 1MW hydrogen production Unit,Optymo Belfort,active,reported,production,construction,reported,Hynamics,"La ville de Belfort compte actuellement une seule station de ravitaillement en hydrogène. D’une capacité d’1 MW, elle peut produire environ 400 kg d’H2 par jour. S’il n’est pas prévu d’installer de nouvelles stations à court terme, la ville compte doubler la capacité de cette dernière dès 2025 pour atteindre 2 MW (environ 800 kg d’H2 par jour).
Fourniture par McPhy à une filiale d'Eiffage d'un électrolyseur de 1 MW et d’une station de recharge capable de distribuer jusqu’à 800 kg/jour, afin d’avitailler une flotte de bus à hydrogène.",133.33333333333334,4.4,,Nearest city center,6.86449,47.63922
ASFR231323,Hype Actisud Le Mans  - Hydrogen refueling station,Hype Actisud Le Mans ,active,reported,refueling,operational,reported,Hype,HyPe opened its first H2 station in Le Mans,-,-,,Nearest known address,0.19518,47.95021
ASFR231324,Hype Le Mans 2  - Hydrogen refueling station,Hype Le Mans 2,active,unless stated otherwise,refueling,predevelopment,estimated,Hype,"HyPe opened its first H2 station in Le Mans
Hype, Le Mans Metropole, Cénovia1 and the Automobile Club de l’Ouest announced the signing of a memorandum of understanding to create a joint venture to build a 2nd hydrogen refuelling station. Hype will also deploy a 3rd station in the region by the end of 2025. 
By the end of 2025, Hype will build two additional stations in the Le Mans area",-,-,,Nearest city center,0.20543,47.99205
ASFR231325,Hype Le Mans 3  - Hydrogen refueling station,Hype Le Mans 3,active,unless stated otherwise,refueling,predevelopment,estimated,Hype,"HyPe opened its first H2 station in Le Mans
Hype, Le Mans Metropole, Cénovia1 and the Automobile Club de l’Ouest announced the signing of a memorandum of understanding to create a joint venture to build a 2nd hydrogen refuelling station. Hype will also deploy a 3rd station in the region by the end of 2025. 
By the end of 2025, Hype will build two additional stations in the Le Mans area",-,-,,Nearest city center,0.20543,47.99205
ASFR231326,Hype/Stellantis Paris Phase 1 - 50X PMR light-duty FCEVs,Hype/Stellantis Taxis PMR Paris,active,unless stated otherwise,end use,construction,estimated,Hype/Stellantis,"Stellantis and Hype deploy a first fleet of 50 wheelchair accessible hydrogen taxis in Paris
These vehicles, which can accommodate 5 passengers including one in a wheelchair, or 6 passengers without a wheelchair, have been specially adapted from the passenger versions of the Peugeot e-Expert and Citroën ë-Jumpy vehicles, manufactured at Stellantis’ Hordain site, in the Hauts-de-France region",-,-,,Nearest city center,2.31038,48.86688
ASFR231328,Hype/Stellantis Paris Phase 2 - 950X PMR light-duty FCEVs,Hype/Stellantis Taxis PMR Paris,active,unless stated otherwise,end use,development,estimated,Hype/Stellantis,"As part of their partnership, Stellantis and Hype will deploy up to 1,000 PRM hydrogen taxis by the end of 2024. These potential additional vehicles are linked to obtaining the “Parisian PRM taxi” operating licence, currently being introduced by the French authorities.",-,-,,Nearest city center,2.31038,48.86688
ASFR231329,Hype/Enhywhere/Akuo Last Mile Ile de France 1 undisclosed location - hydrogen production unit,Last Mile Ile-de-France,active,reported,production,development,reported,Hype,"Station rattachée au projet Last Mile Ile-de-France (objectif de réseau de 16 stations de distribution H2 vert), et le projet Last Mile vient renforcer depuis 2021 le projet H24byHype déposé par Hype Assets
Le projet H24ByHyPe vise à déployer en région Ile-de-France de nouvelles capacités de production d’hydrogène renouvelable (5 MW d’électrolyse) pour alimenter des camions et utilitaires pour la distribution de marchandises.
Hype a commandé auprès de Enhywhere 2 stations de distribution autonome, avec électrolyseur intégré",,,,Nearest region center,2.80081,49.04033
ASFR231330,Hype/Enhywhere/Akuo Last Mile Ile de France 2 undisclosed location - hydrogen production unit,Last Mile Ile-de-France,active,reported,production,development,reported,Hype,"Station rattachée au projet Last Mile Ile-de-France (objectif de réseau de 16 stations de distribution H2 vert), et le projet Last Mile vient renforcer depuis 2021 le projet H24byHype déposé par Hype Assets
Le projet H24ByHyPe vise à déployer en région Ile-de-France de nouvelles capacités de production d’hydrogène renouvelable (5 MW d’électrolyse) pour alimenter des camions et utilitaires pour la distribution de marchandises.
Hype a commandé auprès de Enhywhere 2 stations de distribution autonome, avec électrolyseur intégré",,,,Nearest region center,3.04251,48.95117
ASFR231331,Hyvia Flins - 1MW hydrogen production Unit,HyVia Flins,active,reported,production,construction,reported,Hyvia,"Hyvia, joint-venture de Renault Group et Plug, dédiée à la mobilité hydrogèn,  installe son premier électrolyseur dans son usine de Flins, France
Electrolyseur de 1 MW, doté d’une capacité de 400 kg/jour de production d’hydrogène vert
L'électrolyseur alimentera dans un premier temps l’usine afin de tester les piles à combustible des Renault Master H2-TECH commercialisés par HYVIA ainsi que des stations de recharge à hydrogène",146.66666666666666,4.84,,Exact site location,1.84921,48.98555
ASFR231333,Elyse Energy BioTJet Pardies - 75ktpa biojet production facility,BioTJet Pardies,active,estimated,conversion,development,reported,Elyse Energy,"Elyse Energy et ses partenaires Avril, Axens, Bionext et IFP Investissements, annoncent officiellement l’implantation de l’usine BioTJet sur le bassin de Lacq, à Mourenx
D’une capacité totale de 110.000 tonnes par an de produits, dont 75.000 tonnes de e- biokérosène, la société BioTJet complètera le projet eM-Lacq, porté par Elyse Energy
Soutenu par l’Etat et l’ADEME, BioTJet répondra à 20% des objectifs nationaux d’ici 2030 en termes d’utilisation de e-biokérosène dans le secteur de l’aviation.

L’usine aura une capacité totale de 110.000 tonnes par an de produits, dont 75.000 tonnes de biokérosène. La production de la société BioTJet complètera le projet eM-Lacq, porté par Elyse Energy, confortant le bassin de Lacq comme l’un des pôles d’excellence des molécules bas-carbone en Europe. Le projet BioTJet seul représente un investissement d’1 milliard d’euros et la création d’au moins 800 emplois directs et indirects. Il s’intègre dans un projet plus large baptisé E-CHO.
Il s’agit du plus gros investissement sur le territoire, depuis la découverte d’un gisement de gaz à Lacq en 1951. L’unité de production sera implantée sur 45 hectares à Pardies sur d’anciens terrains occupés par l’usine Yara France. La mise en service de l’usine est prévue pour 2028 avec un début de construction en 2025.",75000,,,Estimated site location,-0.58331,43.37478
